Артикул,01.06.2020,01.07.2020,01.08.2020,01.09.2020,01.10.2020,01.11.2020,01.12.2020,01.01.2021,01.02.2021,01.03.2021,01.04.2021,01.05.2021,01.06.2021,01.07.2021,01.08.2021,01.09.2021,01.10.2021,01.11.2021,01.12.2021,01.01.2022,01.02.2022,01.03.2022,01.04.2022,01.05.2022,01.06.2022,01.07.2022,01.08.2022,01.09.2022,01.10.2022,01.11.2022,01.12.2022,01.01.2023,01.02.2023,01.03.2023,01.04.2023,01.05.2023,01.06.2023,01.07.2023,01.08.2023
3320,11,38,62,60,21,32,46,50,36,95,41,15,20,38,94,29,23,44,32,73,86,66,33,8,8,26,43,35,51,42,29,119,83,61,26,41,17,16,22
3321,1,4,1,2,1,12,17,9,2,7,,,,,5,,1,2,9,12,18,1,6,2,,,1,1,7,2,3,11,14,4,9,5,1,,
3322,1,4,1,2,3,12,18,9,4,9,,,,,5,,1,2,4,12,22,1,6,2,,,1,1,7,2,2,11,13,4,7,3,1,,
3323,1,4,1,2,3,10,17,9,3,11,,,,,3,,1,2,9,16,20,1,6,2,,,4,-2,10,2,2,11,13,4,7,3,1,,
3324,1,4,1,2,3,10,16,6,2,5,,,,,3,,1,,5,12,16,1,6,2,,,4,-2,10,,2,10,13,4,7,3,,,
3325,5,4,4,3,5,6,24,22,12,20,6,7,6,5,10,3,7,23,20,27,27,13,3,2,2,2,16,7,6,5,18,24,18,21,12,4,6,4,4
3326,,2,4,5,,4,32,23,22,39,6,6,11,4,10,4,14,9,33,41,52,14,15,4,6,1,13,8,6,5,19,20,29,15,10,10,13,3,5
3327,,1,3,4,,5,7,5,3,2,2,2,5,2,2,4,3,4,3,5,5,8,,,1,1,6,2,3,2,8,,6,8,3,3,2,1,3
3328,5,10,13,16,7,21,16,20,20,11,6,8,9,2,8,11,6,9,18,23,24,14,8,,4,6,12,14,7,10,14,7,21,29,7,13,12,5,8
3329,1,,,,,,,,1,2,,,1,,2,3,1,1,1,1,1,1,3,3,,1,1,1,,,4,1,,2,2,1,2,,
3330,2,4,1,1,2,10,17,8,4,5,,,,,5,,1,,5,16,15,-2,6,2,,,4,-2,7,,2,9,11,5,7,3,,,
3331,,4,1,2,2,10,17,6,4,5,,,,,3,,1,,4,16,19,-2,6,2,,,4,-3,10,2,2,8,13,4,4,,,,
3332,,4,2,2,2,,,2,5,4,7,2,4,,2,,,1,2,10,4,4,4,,2,2,2,1,,,4,4,13,24,4,,,4,
3333,9,54,39,46,20,14,63,50,48,72,63,7,18,27,55,23,19,29,64,68,68,47,22,1,16,16,32,28,24,24,44,29,65,64,22,29,37,20,29
3334,21,21,32,84,,119,125,78,161,42,,14,35,,35,14,28,17,19,86,2,7,,,7,27,28,29,53,31,87,49,87,14,99,44,89,17,
3335,,2,1,,1,,,2,,3,,,,,1,,,,1,1,1,,,,,1,1,,2,,,1,,2,1,1,,,
3336,4,,,2,2,5,2,14,15,2,7,1,,,2,7,2,5,4,33,3,4,2,,2,,1,3,,,4,9,15,6,6,,,,
3337,4,,,2,2,7,6,12,7,6,5,1,,,2,8,3,4,2,33,4,4,4,,1,4,,,,,4,4,18,14,6,,,,
3338,,,2,2,1,2,5,4,10,8,4,1,1,2,,,,4,16,6,19,11,,,1,4,4,,6,2,2,10,61,11,,,5,1,2
3339,,,2,2,,2,4,7,12,9,4,,,,,,,2,16,8,23,9,,,1,6,4,,6,4,2,10,7,10,12,,4,2,2
3340,4,12,7,9,18,6,12,6,12,6,18,,6,14,29,60,6,11,6,7,24,,9,12,14,12,24,6,18,6,12,50,12,22,7,12,30,12,12
3341,2,1,1,,1,5,2,2,13,14,,3,4,,2,2,1,,5,17,12,11,1,,4,2,2,1,-1,,10,6,12,8,4,4,2,2,4
3342,2,2,2,1,,,,6,2,2,1,2,,,2,7,,3,4,5,5,2,1,,,,1,2,,,1,9,10,,1,7,2,2,2
3343,3,5,4,4,2,5,8,4,2,8,5,2,,4,6,3,1,4,4,7,9,4,4,,,2,2,4,5,3,2,4,3,7,3,4,4,2,5
3344,1,,,,,,1,,3,1,1,,1,,1,2,,,,,5,,1,,,,,1,,1,2,,1,3,,1,,,1
3345,6,5,4,3,1,8,3,12,9,13,,2,6,2,3,6,1,5,7,9,7,2,5,5,3,1,6,2,1,2,2,11,19,4,6,2,4,1,2
3346,1,,,2,1,4,3,2,3,2,1,1,2,1,,1,1,2,1,,,,,,,,2,1,1,,,3,9,2,,,,1,4
3347,17,29,26,45,30,57,81,122,149,102,59,16,17,30,28,30,25,36,88,105,153,83,36,10,15,26,34,78,33,31,88,96,153,81,50,52,43,20,23
3348,,,,,,,,4,20,8,4,,,,,,8,1,,,6,,2,,,,2,,,,4,,16,4,8,8,,,1
3349,,8,,,8,,,,,8,,,,,,,8,,,,,,,,8,8,,8,8,,,,,9,8,,,,
3350,,8,,,8,,,,,8,,,,,,,8,,,,,,,,8,8,,8,8,,,,,11,,,,,
3351,,,3,6,,,3,,,3,,3,3,,,,6,,6,,9,9,,,,,,1,,3,,3,6,,3,,,,
3352,,,,,3,,3,,,,,,,,,,,3,6,,,3,3,,,,,,,3,1,7,3,,2,,,3,
3353,2,2,,2,,2,,1,2,1,1,1,2,,1,,1,1,3,6,2,,1,1,1,,,,1,,1,,2,7,2,3,,,3
3354,4,,,,4,2,2,8,4,10,,2,,2,2,6,2,4,6,2,6,1,4,,,,,,,,,8,8,8,2,2,,,
3355,,2,1,,,4,,2,5,2,1,2,,1,3,1,1,,2,8,2,,,,1,,,,1,1,1,1,,1,,,3,,
3356,6,,,4,2,,4,2,,6,,6,2,2,14,,2,,4,8,2,6,2,,4,4,,6,2,2,2,2,16,15,4,2,2,2,2
3357,,,3,,3,,5,,,13,,,,,,3,,3,1,,,6,3,,,,,,,,,9,6,,,3,,3,
3358,4,3,,10,3,3,3,,,3,3,,3,2,,3,3,3,3,2,3,,,,,,,3,3,,6,3,,3,,4,6,3,
3359,,12,,,,,12,28,4,,12,,,,2,12,,,,12,12,12,12,,,,2,2,2,,,3,13,,,,,,
3360,2,6,,2,4,8,12,50,42,20,6,2,,4,2,4,4,,20,39,47,34,4,,6,4,8,2,4,2,24,20,55,25,12,11,4,8,2
3361,6,12,6,4,8,12,34,71,63,50,20,8,2,6,12,8,10,10,24,78,48,56,17,2,8,6,11,4,10,8,108,24,61,55,37,27,10,8,6
3362,1,,3,,,7,1,7,5,2,1,,,,3,,,1,1,5,2,1,1,1,1,1,,,1,,1,8,6,2,1,,1,,1
3363,,,5,13,,3,2,5,10,5,,,2,,,1,1,,4,5,3,1,,,,,3,,,,,,3,8,2,,1,,
3364,1,4,4,8,3,2,4,3,6,6,1,,1,,10,,3,1,4,3,,1,,,,1,,,2,,,,1,5,2,2,,,
3365,21,28,40,57,22,16,44,79,110,92,38,30,30,30,42,34,41,48,52,48,86,79,40,18,34,18,22,62,47,34,30,40,50,118,58,66,24,18,36
3366,24,29,38,13,4,19,44,12,82,24,43,19,40,29,27,56,17,21,32,30,59,19,41,27,34,6,26,13,13,26,14,37,20,84,42,46,6,16,64
3367,16,44,58,74,20,52,92,64,62,112,90,40,26,52,77,44,40,53,78,100,120,80,51,9,28,32,52,66,69,40,84,96,102,60,22,66,42,41,36
3368,12,6,,6,4,4,,16,6,20,8,18,7,,6,16,4,,16,16,30,6,24,6,6,12,10,4,8,,6,6,42,37,,10,,,6
3369,,1,,1,1,3,1,2,1,,1,,1,1,1,2,1,,2,1,3,2,1,,,,2,1,1,,,5,2,2,,2,,,
3370,2,2,2,2,,3,3,2,4,3,2,,3,5,1,1,,1,2,3,6,1,2,,4,,4,2,2,3,,3,4,5,,2,2,2,1
3371,10,,,,10,,5,10,,5,,,5,,4,16,5,5,10,,15,5,5,,,,,,,5,,14,15,16,,2,,,
3372,4,1,,2,4,,9,8,6,6,4,,4,2,3,3,7,5,5,18,11,4,4,7,3,6,7,-1,3,4,8,5,12,11,2,4,,2,2
3373,63,54,103,103,121,36,60,24,48,12,84,79,73,54,84,134,67,61,72,60,144,60,66,54,66,72,96,111,79,84,96,96,61,135,132,147,72,35,
3374,4,2,2,3,1,7,2,10,8,7,1,2,3,2,1,2,1,3,3,8,6,2,3,4,2,1,5,2,2,,1,8,16,2,3,1,3,1,1
3375,,6,10,7,2,4,4,1,4,11,4,5,1,4,6,7,5,3,2,5,7,10,6,,2,4,3,6,5,2,3,8,8,11,2,2,4,5,4
3376,,,,,,,,,,,,1,,,,2,,,,,1,,,,,,,,,2,,1,1,1,,1,,,
3377,16,8,20,20,16,24,64,16,16,56,40,32,14,8,,,19,41,29,56,76,56,8,8,,24,16,20,,12,53,48,56,77,24,28,,8,8
3378,13,8,17,8,,9,23,30,25,16,9,3,12,2,8,5,8,13,48,37,18,20,8,1,7,14,16,38,13,12,9,8,31,21,12,13,12,9,9
3379,,12,12,,,36,1,12,,,,,,,24,12,,,,12,,,,,,,,,,,,12,12,12,,67,12,,
3380,1,3,4,3,1,5,11,7,6,10,2,2,2,2,1,4,3,4,5,12,13,7,3,,1,1,1,,3,3,1,8,5,6,2,2,2,2,
3381,,1,,2,,1,1,1,1,,,,,,,,,,2,3,,1,,,,,,,,,2,1,1,2,1,2,,,
3382,,,4,4,,4,8,7,27,27,8,1,,2,2,4,,4,31,28,35,16,,,,4,8,,10,4,4,,80,15,,,16,10,4
3383,,,,,,3,1,,,1,,,,1,2,1,,,1,1,2,,2,,1,,1,,1,,,1,,3,,1,2,2,
3384,,3,3,3,,,3,3,,,,,1,,3,3,,2,,6,3,3,,,,,,,,,3,,,3,,2,3,,
3385,,7,4,5,,7,14,10,14,,2,,4,2,6,3,2,6,12,11,13,17,5,,2,,6,6,4,2,2,2,13,18,16,6,7,10,
3386,,,,,,,,,4,2,,,,,,,2,,3,2,9,,,,,,4,-2,2,,2,8,2,5,2,,,,2
3387,,2,3,,3,1,,1,,1,1,3,1,3,4,3,,4,2,1,1,,,,,,5,,,,,1,3,,,1,5,,
3388,,7,4,5,,7,15,11,14,,2,,4,2,8,3,2,6,12,11,13,17,5,,2,,6,6,4,2,2,2,19,17,14,8,2,10,
3389,,2,,,,,,1,,,,,1,,1,,2,,,,2,1,,1,,,,1,1,,,,1,1,,,1,,
3390,28,62,70,62,30,82,54,28,14,62,68,84,14,28,14,48,48,28,76,96,56,63,70,28,42,14,20,42,72,84,66,,90,86,14,28,42,42,14
3391,4,11,11,13,3,13,7,4,2,11,11,14,2,5,3,5,7,5,13,16,13,10,11,3,7,2,4,8,12,16,30,,17,14,2,5,5,7,3
3392,,,,,,1,,,,1,2,1,,,1,,,1,,1,2,,,,,,,1,,,2,,,,,1,,,1
3393,,,,,,1,,,,1,2,1,,,1,,,1,,1,2,,,,,,,1,,,2,1,,,1,1,,,
3394,,3,3,6,,3,,,3,6,,,3,,9,,3,3,3,,18,,,4,,,6,12,9,,4,,15,1,,,9,17,1
3395,2,,,3,,2,,,3,1,,,,,1,3,,,,1,2,2,2,1,,,1,,1,,2,2,6,5,,2,,1,1
3396,2,5,4,7,2,,10,3,2,1,1,1,2,3,3,7,4,6,14,6,4,2,1,2,2,,1,1,,3,2,4,14,3,,,2,6,
3397,3,2,3,1,,1,1,1,2,3,,2,3,1,2,4,1,1,3,,1,1,1,,1,1,1,2,,,1,,3,,,,,,
3398,,2,,2,,2,,,3,1,,,1,,,1,,3,,5,1,1,1,,,,2,,,1,1,,3,2,,3,1,,
3399,2,,2,3,2,,4,7,6,7,6,2,2,2,3,,4,8,2,2,7,2,4,,,3,4,,3,2,13,6,11,14,2,2,10,,2
3400,5,11,5,,,25,15,35,45,16,5,5,25,,20,14,,5,11,,30,5,,,,16,38,29,20,6,7,8,28,43,15,45,7,25,10
3401,,,,2,,,1,3,6,1,,,,,7,,,2,3,7,4,,,,1,,1,1,1,,1,2,3,2,4,,,,
3402,5,,4,6,2,1,1,9,8,6,1,5,,5,9,4,,,7,1,3,4,2,,,4,1,6,7,2,7,2,9,10,1,1,1,5,1
3403,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,,3,1,,,,,,2,,2,,,3,4,3,,,,,
3404,3,4,6,7,4,4,8,2,4,4,2,2,2,1,,4,6,5,12,7,8,4,4,2,5,,1,2,,4,4,8,4,2,1,,6,2,5
3405,,1,1,1,1,3,4,2,2,,2,2,1,2,1,5,,1,,1,,1,,1,,,3,3,1,2,,4,1,2,,2,1,,4
3406,,,,1,,1,1,,,1,,,,1,1,1,1,,,,,,,,,,3,,,,,,4,1,,,,,
3407,,,,1,,,1,,,1,,,,,,1,1,,,1,,,,,,,2,,1,1,,,1,,1,,,,1
3408,,,7,7,,,7,,7,16,,,1,7,,,,,7,8,7,7,16,,,,,,23,7,7,9,22,7,16,,15,9,11
3409,,1,,2,,1,,1,4,2,1,1,1,,,3,,1,2,2,4,2,1,,,,1,1,2,,1,,2,2,1,1,2,1,1
3410,,,1,,,,,,3,,,1,,2,1,1,,,1,2,1,,,,1,,2,,1,,1,,,,1,,,,1
3411,,,,,,,,,1,2,,,,,,,,1,1,1,1,1,,,,,,,,,,3,3,2,,,,,
3412,1,1,,,,1,2,,,,,1,,1,,1,2,,2,1,2,1,,,,,,,1,,,,2,1,,,1,,
3413,,,,,,,,6,,,,,3,3,,,,,,,,3,3,,,,,3,,,,,,3,3,3,,,
3414,,,3,,,3,2,3,2,3,,,,,3,,1,1,3,2,6,,1,,,1,,,,1,,5,3,7,,,1,,
3415,,,,,,,,3,,8,8,,1,,,,,,,,1,,,6,,,8,16,,,,,,,,,,13,1
3416,5,6,8,10,13,8,6,13,6,12,6,6,4,8,9,9,10,12,18,9,18,9,5,7,3,9,6,11,9,4,9,4,15,23,3,9,3,5,7
3417,2,2,6,16,2,4,14,,6,16,12,7,2,12,8,8,12,6,8,6,12,14,10,,2,2,7,10,16,4,10,14,14,24,6,16,7,4,6
3418,,,,,,3,,9,,,,,6,3,,,,,,,,3,3,3,,,,3,,,,,,6,3,6,,,3
3419,10,15,17,6,14,22,34,51,97,60,12,8,,6,,2,2,18,48,79,64,45,2,5,8,,9,,4,,88,36,86,50,19,7,22,7,1
3420,,,,,,3,,6,,,,,3,3,,,,,,,,1,1,,,,,3,3,,,,,4,3,3,,,2
3421,,,,,,,,4,8,14,,4,,,,,,,,,6,,,,,,,,,,2,15,8,4,,,,4,
3422,2,2,5,2,2,1,7,4,10,7,3,8,1,2,,6,2,3,3,29,15,7,,1,1,1,3,3,11,,5,7,16,12,5,6,6,3,1
3423,2,,,,1,2,3,3,11,7,3,3,2,,2,3,2,1,9,9,4,6,1,,2,1,1,1,-1,2,1,5,9,6,1,2,2,,2
3424,28,21,30,21,22,25,41,36,64,36,22,26,13,18,36,23,14,28,65,59,40,42,16,12,8,39,40,27,13,11,31,30,75,66,21,19,13,6,30
3425,5,2,5,31,1,8,21,4,7,21,9,11,4,8,13,13,24,6,16,10,8,16,6,,4,6,21,14,5,3,10,16,19,30,,16,7,5,9
3426,8,2,5,30,1,10,21,4,8,24,9,10,,14,13,13,23,9,17,10,8,30,11,,8,6,23,13,13,4,15,22,15,32,,12,6,9,3
3427,8,2,5,30,1,8,15,4,9,19,9,13,4,10,13,15,19,7,11,9,7,14,11,,3,6,20,8,5,3,5,10,16,30,,8,1,7,3
3428,,,,1,1,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,,1,2,1,,,2,,
3429,6,,6,,2,2,2,16,26,14,8,2,8,,,9,6,8,6,6,21,8,2,,,1,4,4,,2,10,6,32,44,19,8,4,2,2
3430,,,1,,,,3,2,,1,1,,,,,,1,,,1,3,,1,,,,,2,1,1,,,4,,,,,,
3431,2,3,2,2,1,3,5,5,5,3,5,1,5,,2,7,3,3,6,7,4,5,3,1,3,3,5,10,4,2,3,1,9,6,2,10,4,1,1
3432,,,,,,,,,2,,4,3,,1,,1,,,,1,2,,,1,,,,,,,1,3,2,2,1,,,1,
3433,,,,2,,,5,8,59,16,19,4,,,4,1,,,4,45,21,,1,2,8,,,,1,,,1,39,31,20,14,12,4,
3434,12,6,,,13,,2,18,116,8,,,,,,18,,,,1,18,29,2,9,13,,49,,,,12,41,,50,5,4,,,8
3435,,,1,1,,,2,,,,,,,,,,2,1,1,2,,,1,1,1,1,,,2,1,1,,1,1,,,2,1,
3436,,2,1,,,1,2,3,2,1,4,,2,,,,2,,5,1,1,3,5,1,,,,,2,,2,,,,,,4,,
3437,,,1,,1,,4,2,8,6,,2,,,,,,,,8,2,2,,,2,1,,1,,1,1,10,,2,2,,1,2,5
3438,2,2,3,5,1,4,7,2,3,7,3,5,1,6,19,4,7,10,2,7,9,4,6,,1,2,6,9,6,3,5,7,12,19,,5,5,3,3
3439,,,,,1,,3,1,1,1,2,,1,1,,1,1,,1,1,4,,,,,,1,,,,,3,1,,,1,,,1
3440,1,2,2,1,1,,,1,3,2,4,1,1,1,,3,1,1,1,1,1,4,2,3,1,,,,1,,2,3,2,1,,,1,2,
3441,4,6,2,,2,6,24,28,16,24,12,6,2,4,6,4,10,9,11,36,13,10,16,2,2,4,4,2,2,4,16,4,26,27,24,6,4,,2
3442,6,6,3,15,27,15,27,,9,9,6,9,30,9,6,21,15,37,21,9,21,21,3,12,,9,6,27,15,9,30,3,53,32,1,3,9,20,5
3443,5,19,37,14,20,2,26,22,14,6,13,20,10,31,12,10,6,1,14,7,36,20,12,12,,10,13,8,12,4,3,12,31,10,10,4,5,6,10
3444,6,9,19,10,2,6,8,4,9,,7,8,7,12,8,8,5,3,9,9,12,6,6,5,,5,6,2,5,1,2,2,8,10,4,2,2,7,6
3445,4,1,13,6,,1,1,5,,1,1,3,1,9,3,1,5,1,1,3,5,1,,3,,2,,1,1,,2,,4,4,,1,1,3,2
3446,2,6,9,3,2,1,2,1,3,1,,3,2,4,1,,2,,1,4,4,1,2,1,,2,,,,2,,2,10,1,2,3,1,3,1
3447,1,,1,2,,1,1,1,1,5,,,,2,3,1,,,,3,1,1,,,,,,1,1,,2,3,1,,2,2,,1,1
3448,,,,,,,,2,,,3,,,1,,,,,,3,1,,1,,,,,,,,,,4,5,,,,2,
3449,,,,1,,,,2,12,3,,,,,1,1,1,2,4,10,9,3,1,,1,2,3,1,,2,1,6,3,4,6,1,1,1,
3450,,,,1,1,1,3,1,2,1,1,,1,2,,,1,1,2,2,4,1,3,1,1,,1,-1,1,1,,2,1,4,,,,,1
3451,,,-1,1,1,1,2,1,2,1,1,,1,2,1,,1,1,2,2,4,1,3,1,,,1,-1,1,,,2,1,5,,,,,1
3452,4,2,2,2,2,,2,1,,,4,6,,1,1,,5,,2,4,1,,2,,,,4,-1,3,2,,2,5,4,,,,,
3453,,2,,,2,,2,1,,,3,6,,2,,,2,,2,,,,2,,,,2,-2,2,,,,4,6,,3,,,
3454,,2,3,1,,,2,,,,2,,,,3,2,4,,1,1,3,1,2,,,2,,2,,,3,,2,1,,,,,
3455,2,10,1,2,8,2,36,20,15,16,9,2,4,6,12,4,6,8,12,35,23,3,16,,,,6,-4,6,4,22,18,46,18,6,2,4,1,
3456,,,,1,2,1,7,1,,2,1,1,,,,1,1,2,3,5,,5,,,,,2,-1,1,2,,1,2,3,,2,,,7
3457,,,,1,,,,1,,2,2,,,1,,1,,,,,,7,2,,,,,,,1,1,2,1,4,,,,,
3458,,6,2,27,,4,16,18,22,12,17,,,,2,6,24,6,23,24,18,19,2,,,6,4,-2,4,,,13,17,22,9,,,8,
3459,6,10,21,16,14,27,37,26,32,31,14,14,11,12,10,29,24,15,32,28,32,14,12,2,3,7,16,10,14,18,12,23,28,47,26,1,18,6,9
3460,,2,3,3,1,2,1,2,,3,1,,3,,,,3,,1,2,,,,,,,2,,2,,,,1,2,3,1,2,,
3461,,4,,4,,,5,4,8,,,,,,,,4,,4,4,,6,3,,,,,,,,,,8,10,24,4,,,
3462,,,4,2,2,2,,14,14,6,,,,,4,2,,4,2,,4,10,,,,2,,2,2,,,10,8,4,4,5,1,,2
3463,,,,3,,4,1,3,6,2,1,,,,,,,2,7,4,2,7,6,2,,3,,,6,,,10,3,6,2,1,,,
3464,4,3,3,4,1,1,2,3,4,5,3,1,3,1,2,2,5,,3,9,4,2,4,1,1,1,3,7,1,3,,3,4,8,5,2,1,2,2
3465,4,12,14,11,7,13,7,3,2,11,7,12,2,5,6,9,7,6,14,21,12,12,13,5,8,2,4,10,11,20,28,,21,9,3,4,11,5,2
3466,,,2,3,4,,,2,1,3,1,2,,,,,,,1,6,1,1,,,,,1,2,3,1,1,3,5,3,1,2,1,1,
3467,4,2,,,4,2,4,3,1,,3,6,,2,,,2,1,2,5,1,,2,,,,2,-2,2,,,7,2,4,,,,,
3468,,,4,2,2,,,2,,1,2,,,2,,,,2,,4,2,,4,,,2,2,-2,2,2,,2,,6,,2,6,,
3469,2,4,4,5,2,3,5,2,,3,3,4,1,1,1,3,3,1,4,2,3,4,2,1,2,,1,1,3,5,10,,3,2,1,2,,1,1
3470,,,,3,,3,1,2,4,1,,,,,1,5,,2,4,5,1,2,2,,,,1,,2,,2,1,7,1,,8,4,,
3471,,1,1,2,,,1,1,1,2,,,,,,,,,1,1,,1,,,,,,,,,1,,,3,,2,1,,
3472,,1,,,,2,,2,1,1,,,,,,,,,,1,,,,,,,,1,1,,,2,1,,,,2,,1
3473,,1,,,,1,1,,1,,1,,,1,,2,,,1,3,,,,,,,,1,,1,3,1,,,,2,,1,1
3474,,,,,2,,2,1,1,,3,,,2,2,,1,,,1,,,1,,,,,,,,2,,2,1,,1,,,
3475,,,,,,,1,1,,1,,,,,,,,,,2,1,1,,,,,,,,,,1,,2,,1,,,
3476,,2,3,,,10,7,10,8,7,3,1,,2,7,1,1,3,5,4,12,4,2,1,3,1,2,2,2,,2,8,11,3,,,1,,
3477,,3,,,,,3,,,,3,3,,,,,,,3,3,,,,,,3,,,3,,,,3,3,,,3,,1
3478,,,,,,,3,,,,3,3,,,,,,,3,3,,,,,,3,,,3,,,,3,,,,3,3,
3479,,,,,,,6,,12,,6,,,,,,,,12,36,,,,,,,,,2,,,6,6,,,12,6,6,
3480,,,,,,,,,,5,,,,,,,,,,10,,-2,2,,,,2,-2,2,,,4,3,2,,,,,2
3481,,1,1,2,2,3,3,7,7,7,,,1,,2,3,1,2,2,5,2,4,2,,1,1,2,,1,,,7,5,10,1,4,,,
3482,14,,3,,,,,6,4,4,13,13,,,1,6,,,1,,8,1,7,9,7,4,,,,,,,,,38,9,,,3
3483,8,24,23,25,9,14,34,20,16,7,3,1,12,,17,23,7,22,30,24,14,16,5,2,4,12,15,9,5,14,6,,29,35,11,15,18,5,9
3484,,,,2,1,,4,1,,1,,1,,1,2,,,,,5,3,,1,,,1,,,1,,,1,3,,1,,1,,
3485,,1,2,,,5,,4,5,7,1,,3,,,2,9,,2,,,,,,,9,,1,,,14,,7,,,1,2,,
3486,1,1,3,5,1,2,5,2,3,7,3,2,1,4,5,3,6,,2,1,5,6,5,,1,,1,5,3,2,4,5,3,8,,3,5,4,2
3487,2,12,8,8,2,7,12,13,7,4,4,2,6,,6,8,4,10,12,14,11,11,6,,2,2,6,9,6,6,6,2,13,8,4,7,6,2,1
3488,,,1,2,3,2,6,7,2,7,1,1,1,1,6,1,2,1,3,10,5,,,,,1,1,1,3,1,,3,7,1,1,1,,,1
3489,,3,1,7,2,,1,1,,1,,2,,,1,1,2,2,1,,2,2,1,1,1,1,,,3,1,2,2,1,3,19,1,10,,2
3490,,,,1,,1,,1,,,1,,1,1,,,,,,,1,,1,,,,,2,2,,1,,,1,1,1,,,1
3491,4,10,,,6,3,16,24,10,20,10,6,,4,6,,6,6,6,30,10,9,17,2,,2,4,2,2,4,12,,22,26,14,4,4,,4
3492,,1,2,,,1,4,2,3,3,,,,,1,,1,1,3,1,5,,1,,,1,,,,2,,3,1,,,1,1,,
3493,,4,4,,,6,8,4,6,6,,,,,2,,2,2,6,2,9,,2,,,2,,,,6,,6,13,12,2,,,,2
3494,,4,2,,,6,8,4,6,4,2,,,,2,,2,2,6,2,8,,2,,,2,,,,8,1,4,8,10,,2,1,,
3495,,4,2,,,6,8,4,7,10,,,,,2,,2,2,10,11,7,,2,,,2,,,2,12,,4,12,16,,,4,,
3496,,,2,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,1,1,1,1,1,1,,1,
3497,,,2,,1,,1,1,1,1,,,1,,,,,,1,2,,,,,,,1,,1,,1,,3,1,,1,,,
3498,2,3,2,3,,1,4,,3,2,4,2,1,2,4,2,4,1,,8,4,,,,,1,,,4,2,3,,4,7,,,,,2
3499,4,,2,8,,14,9,18,10,10,2,4,4,8,2,,1,10,6,13,31,14,,,10,,,,4,6,8,4,2,11,,2,,,2
3500,2,2,2,1,,,2,2,3,2,4,2,1,2,3,,4,3,2,7,4,,,,,,,,,,2,,4,7,,,,,
3501,1,1,1,4,1,1,1,1,2,,1,4,1,,,1,2,1,2,2,1,,1,,,,,,,,1,,,2,1,,4,,1
3502,,,,,,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,1,,1,,,2,2,,
3503,,,6,17,,,,5,1,3,,26,,,11,30,,,,4,20,,,,,,,7,8,,,,,12,,,,,
3504,44,109,85,88,56,101,118,112,134,56,60,43,60,17,64,68,65,90,111,130,81,79,40,10,43,56,98,139,60,59,81,45,126,158,70,95,70,27,15
3505,26,62,55,57,36,67,63,73,84,37,31,18,36,6,36,50,30,50,57,72,71,57,18,23,18,25,55,113,37,30,38,21,74,134,45,51,38,12,4
3506,,3,,5,3,,1,,,2,,2,,,1,,4,1,1,,2,2,2,1,1,3,,,3,1,1,1,,4,2,1,6,,2
3507,2,,,2,2,,6,2,8,10,4,4,,4,,,4,9,,4,11,,4,,,3,2,2,,,6,6,2,1,9,2,2,,4
3508,,,,2,1,,,1,,,2,,,,,,,3,,1,,,,,1,,,2,1,3,,,1,2,,6,,,
3509,4,2,3,3,1,,,3,1,3,1,,1,1,,,,,3,1,1,,,,,,1,,1,,3,,3,2,1,,6,2,
3510,12,12,16,11,16,20,32,52,74,53,20,4,12,4,23,20,18,22,36,70,64,16,10,6,2,11,20,40,8,6,18,25,54,33,35,9,21,8,4
3511,,3,2,,,2,4,2,13,4,1,,3,,,2,2,5,3,10,5,2,1,,,2,,,,1,2,5,9,2,2,,,4,4
3512,,3,2,1,-1,1,2,4,12,6,1,,3,,,1,3,4,3,7,5,2,1,,,1,1,1,,1,2,8,9,2,2,,,2,3
3513,4,3,,,4,5,11,6,11,6,3,6,,2,4,,6,,9,14,2,2,2,,,,,,,,4,8,6,14,5,,2,,
3514,,,,,,,,,3,,,1,,,,,,,1,,,1,,,,,,,1,,,,1,1,,1,2,,
3515,2,,1,4,,6,3,5,14,9,2,5,4,1,3,3,7,3,10,13,14,8,2,1,4,,2,1,6,,4,3,24,12,11,5,4,1,
3516,2,3,8,6,1,3,3,4,3,6,,4,3,5,5,7,3,1,1,4,5,4,6,,2,6,3,4,6,1,3,6,3,6,3,6,5,4,4
3517,,1,2,,,,,1,2,,1,1,,,,,2,,,2,2,,,,1,,2,1,1,,3,4,,1,,,1,,
3518,,,,,,,,2,,3,1,,1,,,,1,,,6,,,,,,1,,,,,,5,6,3,2,,,,
3519,,,,,,,,2,,3,1,,1,,,,1,,,6,,,,,,1,,,,,,2,6,4,2,,,,
3520,,,1,1,1,,,,3,1,1,,,1,2,,,1,1,3,2,1,,,1,,,1,1,,2,10,2,,1,,,1,
3521,,1,2,,,,1,1,1,1,,,,,1,1,1,-1,,,1,,1,,1,,1,1,1,2,,,3,3,,,,1,
3522,5,30,14,6,8,3,,,16,6,,19,29,19,3,,4,,6,,12,12,13,,12,4,6,16,3,6,,6,52,91,,3,15,12,17
3523,1,2,,1,1,1,2,3,2,1,1,,,,3,,,2,2,3,2,1,,1,1,1,1,,2,,2,,43,2,1,,24,1,
